product_id,product_name,brand_id,brand_name,loves_count,price_usd,primary_category,secondary_category,rating,is_recommended,review_text,review_title,skin_tone,eye_color,skin_type,hair_color
P416725,The Revitalizing Hydrating Serum,6201,La Mer,8300,255,Skincare,Treatments,4,1,"I have somewhat dry skin and was looking for a new serum. I was really concerned with how the serum would look under my make up/foundation. I use airbrush spray, a light tarte foundation and bb cream (just depending the occasion). This serum absorbed and looked amazing under all of them. I am almost done with my first bottle and don�t really see a big change in the skin�s appearance which I wish there was some since this is over $200. It does hydrate my skin and looks great under foundations but I think I will be shopping around for a cheaper serum first. If I am unable to find any then I�ll purchase again.",Great for dry skin,light,green,dry,blonde
P433962,Treatment Lotion Hydrating Mask,6201,La Mer,8179,190,Skincare,Masks,5,1,"this mask not only produces amazing results, and my skin is in good shape to begin with, but so much so that the other half thought I was wearing make up and I wasn�t. there�s defintely enough in each package to use it 2-3 times so a ziplock bag for storage for re-use is a good idea.",amazing mask!,fair,blue,normal,brown
P428636,Mini The Cleansing Foam,6201,La Mer,8063,25,Skincare,Cleansers,5,1,Your search for the perfect cleanser is over. Watch as this transforms your face into the best version of itself.,THE BEST,medium,brown,combination,black
P428637,Mini The Lifting and Firming Mask,6201,La Mer,7589,95,Skincare,Mini Size,4,1,I just tried this tonight and immediately fell in love . My skin feels so smooth at 75 years old I�m hooked,Omg the best ever,light,hazel,dry,blonde
P461950,Mini The Concentrate Serum,6201,La Mer,6441,220,Skincare,Mini Size,5,1,"My skin looks fantastic! I�m 47 and get mistaken for late 20�s. Adds hydration, perfects skin without blemishes, great for eczema as well. Only complaint, difficult to get last bit out of bottle.",Miracle worker,light,green,combination,blonde
P417110,The Lifting Eye Serum,6201,La Mer,7599,300,Skincare,Eye Care,4,1,"I�m in my mid 30s. And I�ve been using this serum for a few years now. I have puffy under eye and this serum gives it an instant lift. I use it day and night, twice a day without fail. A bottle goes a long way. It usually lasts me up for 10 months to a year. I�ve had a few of the massage wands now that I use two to give my eye a gentle massage every time I use the serum. Had it been more affordable I would have given it 5 stars",good stuff but pricey,medium,brown,combination,black
P475961,Crème de La Mer Duet,6201,La Mer,13729,380,Skincare,Value & Gift Sets,5,1,"I love this moisturizer! After years of reading amazing reviews for this moisturizer, I finally took the plunge and shelled out for this duet set. At this price point, I was hoping for a miracle, and these little jars delivered! I live in Hawaii and have fair skin, so I have been struggling to find a moisturizer that works without being excessively heavy or greasy. This is it. I love how soft my skin feels after using it, there�s no greasy residue like with some moisturizers, and I have been getting nonstop compliments about my skin. All of my friends and colleagues are asking what I�m using to get such glowing, healthy skin, and the only thing I�ve done different is this moisturizer. I�m hooked. I�ll never go back to any other products.",Just Buy It!,light,Grey,combination,blonde
P428639,Mini The Renewal Oil,6201,La Mer,6304,145,Skincare,Mini Size,5,1,I know this is expensive but it is worth it. I mix it with La Mer cr�me and it makes my face feel refreshed after cleansing. I use it at night time. I even apply it to my cuticles.,Worth it!,mediumTan,brown,combination,brown
P430405,Mini The Moisturizing Cool Gel Cream,6201,La Mer,3320,100,Skincare,Mini Size,5,1,"I love this creme.  Is goes on lighter than the La Mer moisturizing soft creme and regular creme.  I use this in the mornings during the summer when you need a lighter creme and use the moisturizing soft creme year round.  I also like to keep this gel creme in the refrigerator as is feels so good going on cool and calms your skin.  I have very sensitive skin and can�t use many products, I haven�t had any problems or break outs with this gel cream.","Calms, Cools and Moisturizes, My Go To in Summer",lightMedium,blue,normal,auburn
P379510,Advanced Génifique Radiance Boosting Face Serum,1741,Lancôme,82978,132,Skincare,Treatments,5,1,"I�ve been using this serum on my oily skin day and night, for 2 months, and my skin is amazing!!!! There is a noticeable difference in the texture of my 55 year-old skin! I�m sold!",Changed from my old regimen!,dark,brown,oily,auburn
P54509,Tonique Confort Re-Hydrating Comforting Toner with Acacia Honey,1741,Lancôme,55339,39,Skincare,Cleansers,5,1,"I have sensitive skin and the is probably the best toner I have ever used. Super hydrating, lovely smell, perfect level of thickness. This is a must have if you use toners.",Perfection- HG toner,lightMedium,green,combination,blonde
P453825,Hydra Zen Glow Liquid Lightweight Moisturizer with Hyaluronic Acid,1741,Lancôme,9381,54,Skincare,Moisturizers,5,1,"I have extremely sensitive skin that reacts to most skin care products. This moisturizer has calmed reactions down, plus it makes your skin so soft once you put it on. I haven�t had any outbreaks from using this product, so it really lives up to its �zen� name.",Skin is Definitely Zen,mediumTan,brown,combination,brown
P422430,Hydra Zen Gel-Cream Oil-Free Moisturizer with Salicylic Acid,1741,Lancôme,15564,48,Skincare,Moisturizers,5,1,Amazing for sensitive skin and soft.My skin is very Oily and this gel make a perfect balance and not cause acne and control them,Amazing,light,brown,oily,black
P470041,"UV Expert Aquagel Defense Sunscreen, Primer & Moisturizer SPF 50 Duo",1741,Lancôme,3271,65,Skincare,Value & Gift Sets,4,1,"I really wanted to find a good moisturizer with spf instead of putting on both a moisturizer and spf, and when I saw this was a primer too I got excited. I do really like this product, however, I think I�m still going to use a regular moisturizer with this for extra moisture, but I�m happy that this is spf and a primer, and it does seem to really prime the skin. The reason I�m giving it 4 stars is because it�s $40 for an ounce. Usually moisturizers give you 1.7 oz, I�m not thrilled with it, but I probably would buy it again.",Good Product,light,blue,combination,blonde
P375841,Advanced Génifique Yeux Light-Pearl Eye Serum,1741,Lancôme,21787,80,Skincare,Eye Care,5,1,This is the first time in writing a review because I absolutely love this product. I only bought this product before because it�s eyelash extension friendly (doesn�t contain Glycol which melts down adhesive� found out most lash serums contain this and this is the only one that specifically notes extension friendly in label too) HOWEVER I have the OILIEST freaking eyelids ever and this has changed that. I used to literally have to wear primer on my eyelids even wearing no makeup because it would be so bad my slippery eyelids would swell and the excess oil would get in my eyes and cause dryness/tiny styes due to clogged meibomian glands. When I tell you I occasionally  see an optometrist to squeeze the oils clogged out of my waterline it�s such a nuisance. Ever since starting I�ve stopped having oily eyelids and not need to wear makeup!!! The thin coat you put on literally stays on all day and keeps you refreshed :) I�ve also felt that my eye bags are less puffy. Literally wearing this and clear mascara throughout the day with a nice eyelash curler lift is the best natural look ever!!,BEST FOR OILY EYE LIDS AND LASH EXTENSIONS!,light,green,combination,auburn
P470536,Clarifique Exfoliating & Hydrating Face Essence with Glycolic Acid,1741,Lancôme,10202,95,Skincare,Moisturizers,3,1,"I have had this product now about 2 months and used it almost daily. And I must say, I have no clue what the hype is about lol I mean, it�s nice, the bottle is large and really pretty. But I don�t noticing my skin poppin more than any other day when I use this. I certainly don�t really see the exfoliating effects. It doesn�t break me out, so that�s good. But for a $95 exfoliating essence, i need to feel like it�s doing something and i don�t lol",Meh� I DONT SEE WHAT THE FUSS IS ABOUT,mediumTan,brown,combination,blonde
P472981,Advanced Génifique Wrinkle & Dark Circle Eye Cream,1741,Lancôme,22310,79,Skincare,Eye Care,5,1,Expensive but worth it! I got a sample of this and saw results within days. I purchased the full sized jar and can�t recommend it enough. It is soothing and moisturizing without pilling under makeup.,Worth it!,light,blue,normal,brown
P479971,Rénergie H.C.F. Triple Serum: For Plumping & Anti-Aging,1741,Lancôme,9070,140,Skincare,Treatments,5,1,"This is a fantastic product! It�s a 3 in 1 product, which I like because it�s fewer products I need to plaster all over my face. Consistency is nice, it�s hydrating, and my skin looks great. I definitely will be ordering again!",Highly recommend this serum,fair,green,combination,blonde
P502761,Advanced Génifique Night Cream with Triple Ceramide Complex,1741,Lancôme,2887,95,Skincare,Moisturizers,5,1,"This is the best night cream that i have use. This cream is so rich and creamy.  My skin feels so hydrate , soft and smooth after using it. Also it absorbs really well on my skin, doesn�t leave any oily or greasy feel on my skin. Its active ingredient Hyaluronic Acid and Triple Ceramide Complex really help retain moisture and promote glowing skin. After using it for 2 weeks ,my skin look a lot more radiant, hydrate and youthful. This product is worth for every penny!!",Best night cream!!,fair,brown,combination,black
P217932,Crème Radiance Gentle Cleansing Creamy-Foam Cleanser,1741,Lancôme,17120,34,Skincare,Cleansers,5,1,Been using this for years. Great for all skin types. Does not strip skin. I use it year round. Also is good for eye area. Has some ingredients that are good for the skin including rose.,Only facewash I use,light,hazel,normal,brown
P453826,Rénergie Lift Multi-Action Ultra Dark Spot Correcting Cream SPF 30,1741,Lancôme,8888,135,Skincare,Moisturizers,5,1,"I have tried many sun creams in my life, but non like LAMCOM. It lets your face hydrate, especially for those who have a combination of skin. I love it!",great,lightMedium,brown,combination,blonde
P467630,Rénergie Lift Multi-Action Ultra Dark Circle Correcting Eye Cream,1741,Lancôme,9874,82,Skincare,Eye Care,5,1,I bought this and the face cream on a day when they were both 50% off. The face cream went back to the store after 2 days but this eye cream is my holy grail.,Luvvvvvvv,light,blue,combination,blonde
P217931,Tonique Radiance Clarifying Refining Toner,1741,Lancôme,6619,31,Skincare,Cleansers,3,1,The product works really well but personally i think the fragrance is too strong,good but very fragrant,lightMedium,brown,combination,black
P474843,Absolue Soft Cream Revitalizing & Brightening Moisturizer,1741,Lancôme,5913,150,Skincare,Moisturizers,5,1,"This product is incredible. It smells great, goes on smoothly without any greasiness or residue and feels great on my skin. I�ve used it for a couple of weeks now and I am already starting to notice a decrease in my wrinkles and lines on my eyes and mouth areas. I would definitely recommend this to someone who wants to see fast results. Really great face cream.",Drastically reduces wrinkles,light,hazel,combination,brown
P474844,Absolue Revitalizing Eye Cream,1741,Lancôme,5509,135,Skincare,Eye Care,5,1,Great eye cream - not greasy but extremely moisturizing. My lids look plumped and brighter with just a week of use. I am prone to breakouts with creams that are too oily. This cream has not caused any!,Effective plumping and brightening eye cream!,mediumTan,brown,oily,black
P482025,Absolue Rich Cream Moisturizer,1741,Lancôme,1453,270,Skincare,Moisturizers,5,1,"This Lancome moisturizer is going to be a new addition to my skincare routine. I�m usually a user of Est�e Lauder products, but this Absolue Rich Cream Moisturizer gives me the moisture I need in my combination skin while not being too oily. My skin is now softer and smoother after using for several weeks. The fragrance is a bit strong on the floral/rose side, but that is probably the only con. Otherwise, I love how it makes my skin feel and I am okay putting makeup on top of it. I love it!",I love it!,rich,brown,oily,black
P430813,Advanced Génifique Hydrogel Melting Mask,1741,Lancôme,13528,15,Skincare,Masks,5,1,"this mask is incredible, became one of my all time favorites after one use..your skin looks great after you remove the mask...but the next day after the mask is when you REALLY see results. My skin looks sublime afterwards. I also love that this mask doesn�t leave residue, so you can use even before makeup application. Some masks leave residue and is best used at night before bedtime. Also, since it�s a gel mask, it�s more flexible than paper based masks and I could eat and drink while wearing it..its very cool and comfortable on the face. I have sensitive fair skin, I have never had any issues with this mask whatsoever. I�m here buying more of these now, I�m here to say this absolutely worth the price.",Incredible,fair,blue,normal,red
P422428,Hydra Zen Anti-Stress Moisturizing Face Cream,1741,Lancôme,5273,57,Skincare,Moisturizers,5,1,"I discovered this product as one of my Rouge Rewards samples.  It was love at first sight, smell, feel...  A little goes a long way and a dime sized amount is more than adequate to cover face and partial neck.  It glides on like satin and keeps my face moisturized all day.  I have combo skin and am accustomed to having moisturizers leave dry patches on my cheeks.  This  formula seems to have intelligence on where and how to distribute its silky moisture;  Will continue to use until I find something else superior... doubtful!","Love at first smell, touch, feel....",fair,brown,normal,brown
P376135,Rénergie Lift Multi-Action Night Cream,1741,Lancôme,8299,160,Skincare,Moisturizers,5,1,"This cream was a part of a skincare set I purchased. I really loved it! The texture is thick and creamy, the smell is very subtle, classy, and pleasant. Fortunately, I don�t have any wrinkle concerns as of now, so it�s hard to tell how it works for this type of skin concern. However, it does feel plumping, so it�s worth a shot. My skin is a combination-oily, but as a PM product it works just fine.",Rich and nutritious,light,brown,oily,brown
P433461,Rose Sugar Scrub,1741,Lancôme,7764,34,Skincare,Cleansers,5,1,I love this it leaves my skin soft like a baby and glowing ! Love the smell too i highly recommend it,LOVE IT,mediumTan,green,oily,brown
P379009,Rénergie Lift Multi-Action Day Cream with SPF 15 - All Skin Types,1741,Lancôme,3448,135,Skincare,Moisturizers,5,1,"I received a sample of this, and I splurged for the full size. Completely worth the money! I love the way this makes my skin look and feel.",Worth it!,light,blue,combination,blonde
P447607,Rose Milk Re-Hydrating Mist,1741,Lancôme,5507,30,Skincare,Moisturizers,3,1,smells good and my face is soft after but spray is bad i hate how heavy it sprays and gets on my eyes a new spray bottle and nozzle is a must to get a 5 star.,Love  but,mediumTan,green,oily,brown
P447608,Rose Sorbet Cryo-Mask,1741,Lancôme,3771,45,Skincare,Masks,5,1,"I wanted to try a new mask. I love rose. This mask was light and gentle. But i like to weave in my own creativity. After applying it at night, and allowing it to work, i gently rubbed the surface and found it made an excellent exfoliant. I have been using it this way evet since. Some of us are at an age where hands are a concern. Same process - amazing results.",Two products in one?,medium,blue,combination,brown
P454029,Rènergie Lift Multi-Action Ultra Double-Wrapping Cream Face Mask,1741,Lancôme,4838,68,Skincare,Masks,5,1,"A little more pricey then I normally use, but very nice! Brightening and hydrating and made my skin glow!",Made my skin glow!,light,brown,normal,red
P438362,Tonique Confort Hydrating & Toning Duo,1741,Lancôme,11331,49,Skincare,Value & Gift Sets,5,1,"This is it. This is what I wanted/needed and didn�t even know it. It�s a wonderful toner that includes moisturizing. My skins feels wonderful when I apply it after washing. It smells pretty nice, too.",This is it. You don't have to look anymore.,fair,hazel,combination,blonde
P451737,Advanced Génifique Face & Eye Serum Set,1741,Lancôme,10432,130,Skincare,Value & Gift Sets,5,1,"Ok so the pearl eye serum in this is amazing, I have very sensitive eyes and can put this all over and don�t bother my eyes during the day. I also use it as eyebrow serum for growth so two in one",Pearl is a winner,lightMedium,blue,normal,blonde
P505452,Clarifique Pro-Solution Brightening & Dark Spot Reducing Serum,1741,Lancôme,23,85,Skincare,Treatments,5,1,"I would definitely recommend this product. Upon first opening the package, I loved how sleek and iridescent the bottle looks, I�m a sucker for pretty packaging. At first the product is a little watery and sticky while applying but after a few minutes the stickiness on my skin went away and left a soft finish. I�ve been using this serum for over a week in combination with a pm moisturizer and am SPF and my skin looks brighter and softer. The only thing I was not a fan of was the applicator, it would be easier to use if it was more of a pump style, that way you aren�t using so much.",Beautiful product and package,porcelain,green,combination,red
P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,6125,LANEIGE,1081315,24,Skincare,Lip Balms & Treatments,4,1,"The scent isn�t my favourite but it works great! I put it on every night before I go to sleep and every morning I wake up with smooth, moisturizer and soft. Packaging is amazing as well",Great!,lightMedium,brown,normal,brown
P443563,Lip Glowy Balm,6125,LANEIGE,471406,18,Skincare,Lip Balms & Treatments,5,1,"I love how hydrating this product is, also love the smell and the subtle pink tint it has, I need like 10000 of these, I�m obsessed!",My favorite lip balm!,light,brown,combination,brown
P446930,Cream Skin Toner & Moisturizer,6125,LANEIGE,143173,33,Skincare,Moisturizers,4,1,I have used this product for 7 months and I just finished it!! It�s so good and I will definitely be repurchasing. It makes my skin soft and glowy. It�s perfect. I just bought another one.,SO GOOD,light,brown,normal,brown
P454313,Cica Sleeping Mask,6125,LANEIGE,80111,34,Skincare,Masks,5,1,this product is my holy grail! super hydrating and perfect for daytime wear under makeup and nighttime use. my favorite thing to do is use a moisturizer then this before applying makeup.,the absolute best thing for dry skin,light,brown,dry,black
P469490,Lip Treatment Balm,6125,LANEIGE,93358,25,Skincare,Lip Balms & Treatments,4,1,"I love the pina colada scent, applicator and packaging is super cute. It has a cooling sensation which I don�t mind at all. Makes my lips look cute and glossy, will be a perfect balm for summer. However, if what others have said is true and they do ANIMAL TESTING, I will never be purchasing again.",Lovely BUT,lightMedium,brown,combination,brown
P482693,Water Bank Blue Hyaluronic Cream Moisturizer,6125,LANEIGE,48729,40,Skincare,Moisturizers,5,1,Amazing quality moisturizer for combination skin. Light-weight with the perfect amount of hydration to the skin. Love this brand and product,A serious must have for daily use!,medium,brown,normal,brown
P466134,Radian-C Cream with Vitamin C,6125,LANEIGE,45923,35,Skincare,Moisturizers,5,1,Great texture and I like level of moisture it gives me for day time. I�ve bought this product several times and keep going back to it. Not to mention it smells really good! I�m still looking for a creamier option for nighttime.,Great staple for day-time!,fair,green,combination,blonde
P479330,Water Sleeping Mask with Squalane,6125,LANEIGE,78940,32,Skincare,Masks,4,1,I cant tell if this is making me break out because since I started using it I�ve kinda been breaking out but it also may just be a coincidence. Other than that it makes my skin so glowy and hydrating!,So hydrating,fair,blue,combination,brown
P482692,Water Bank Blue Hyaluronic Serum,6125,LANEIGE,24759,45,Skincare,Treatments,5,1,After using this product after the past few weeks it had hydrated my skin and made me glow,Must have in skin routine,lightMedium,brown,combination,brown
P460514,Cream Skin Milk Oil Cleanser,6125,LANEIGE,27415,34,Skincare,Cleansers,5,1,"I didn�t expect a lot at the beginning but omg! It�s perfect. My skin is combine and for some reason out of nowhere my face started to itchy and was red the whole time after using other products for acne. I was reading the reviews and ingredients and decided to give it a try. After 2 times of using it, my face looks less red, doesn�t itch and my face is super smooth and looks better and healthier. I don�t use it as a makeup remover if that helps.",A must-have!,light,brown,combination,black
P460513,Cream Skin Mist,6125,LANEIGE,43168,27,Skincare,Moisturizers,5,1,"When I tell you I have the driest skin on the planet�. I�ve tried everything, this is even better than the Tatcha Dewy Mist. it leaves skin plump and glassy. I LOVE",DRY SKIN SAVIOR,light,blue,dry,brown
P503867,Retinol Firming Cream Treatment with Peptides + Hyaluronic Acid,6125,LANEIGE,8178,39,Skincare,Treatments,5,1,"I think this might be my next holy grail. Almost overnight I saw a huge difference in my skin. My skin felt more hydrated and more supple, the fine lines around my mouth also looked blurred. The product itself isn�t heavy and it�s super hydrating. The packaging is also really nice, but that�s just a bonus on top of all the other things I really liked about this product!",Next holy grail?!,medium,brown,combination,black
P501030,Radian-C Brightening Treatment Essence,6125,LANEIGE,10478,39,Skincare,Moisturizers,4,1,"It�s really good and it lasts forever. I have dry and sensitive skin and didn�t have any reaction to it, it�s not sticky and dries really fast",Love it,light,brown,dry,brown
P504212,Berries n' Choco Kisses Set,6125,LANEIGE,71206,26,Skincare,Value & Gift Sets,5,1,"the Chocolate one NEEEEEEDS to be a full sized item, I love it, it smells delish, the color is gorgeous it�s absolutely perfect please make it a full sized lip mask!!",Please make a full size chocolate one!!!!,fair,brown,oily,brown
P482695,Water Bank Blue Hyaluronic Gel Moisturizer,6125,LANEIGE,15636,40,Skincare,Moisturizers,5,1,After using this product I�ve noticed my face has been less dry. It�s very moisturizing.,Need,tan,brown,combination,black
P481825,Hydro UV Defense Sunscreen Broad Spectrum SPF 50+,6125,LANEIGE,19738,30,Skincare,Sunscreen,5,1,This is great for dry skin on dry environments. If you have slightly oily skin you would hate this product cause it literally feels like a Nivea cream but if you are on the dry team you�ll love it!,Dry Skin Fave,fair,hazel,dry,blonde
P482696,Water Bank Blue Hyaluronic Eye Cream,6125,LANEIGE,16508,43,Skincare,Eye Care,5,1,"I am a serial eye cream tester. This is the area of my face that needs the most attention and help... it�s where I get rashes, have eczema breakouts, and am most sensitive, so I�m ALWAYS on the hunt for the next best thing. This is a repurchase for me and has been in my top two favourites for a while. It goes on very smooth with a gel like texture that is still extremely hydrating. My favourite part is the cooling feeling it leaves on your eyes afterwards that doesn�t irritate them. The only time I don�t reach for this is if I�m having an eczema breakout. While it isn�t the cause of a breakout it certainly doesn�t help me through one and this is when I switch to something like a SkinFix or a Eucerin. Otherwise this is great for morning and night the rest of the time.",I love testing eye creams and this is my favourite,fair,blue,dry,blonde
P484055,Water Bank Blue Hyaluronic Hydration Set,6125,LANEIGE,40254,45,Skincare,Value & Gift Sets,5,1,"Best set. So good that I bought 2 more to stock up. It�s so hard to find skincare that actually keeps my eczema-prone, very dry, sensitive skin happy, but this does the trick. When I�m in a time crunch, I just apply the serum and cream and it keeps my face moisturized all day.",Must-have skincare for dry and eczema-prone skin!,light,brown,dry,black
P459116,Mini Cream Skin Toner & Moisturizer,6125,LANEIGE,17031,15,Skincare,Mini Size,5,1,"This is a holy grail product. At 50, I have combination skin that doesn�t handle occlusive moisture well, but which is as thirsty as a traveler stranded in the Sahara. The cream skin toner/moisturizer sets the stage for my actives and provides a base to keep my skin from feeling dried out. It�s also great on its own in the summer when my oily patches tend to act up.",A Holy Grail 2 in 1,fair,brown,combination,blonde
P504208,Midnight to Morning Hydration Set,6125,LANEIGE,41957,21,Skincare,Value & Gift Sets,5,1,"This is first time I am buying products from this brand,and I like trying mini sizes first.Masks are good and clean ingredients and hydrating.But lip mask doesnt have clean ingreidents we are basically eating it).Thank God I didnt paid $20 for normal size product",Good to try,fairLight,brown,combination,gray
P482694,Mini Water Bank Blue Hyaluronic Cream Moisturizer,6125,LANEIGE,13024,23,Skincare,Moisturizers,4,1,i got this for my mom for christmas and she loves it so much. she has pretty dry skin and is always raving about how much she likes this.,best holiday gift for the girls with dry skin,light,hazel,combination,blonde
P500982,Water Bank Cleansing Foam,6125,LANEIGE,7317,25,Skincare,Cleansers,5,1,I really loved this face wash it leaves my skin clean and fresh and it makes my face ready for the rest of my skincare routine! i don�t understand how some people gave 1 star to this product!,HYDRATING,lightMedium,brown,combination,black
P503868,BTS |  Amorepacific Lip Sleeping Mask Lip & Pop Edition Set,6125,LANEIGE,23044,35,Skincare,Value & Gift Sets,5,1,"Thank goodness a lip mask that�s not fruity or overly sweet! I absolutely love the butter one. Not all of us are sweet addicts. Some of us are more on the savory side. If that�s you, you�ll love this especially you southern girls.",Great Savory Set,light,blue,combination,blonde
P482698,Water Bank Blue Hyaluronic Exfoliating Toner,6125,LANEIGE,8064,31,Skincare,Cleansers,4,1,"Normally I shy away from exfoliating toners, but this one has been gentle and great. I needed something to add into my routine to exfoliate a little bit without ruining my skin, and this does that. I am knocking it down a star though because the directions on it make it seem like it should be used everyday, which I know better than to. I use it only twice a week, maybe three times AT MOST. I think if I weren�t decently versed in skincare, I would read that and do it every day twice a day and I can see someone doing that and that scares me. I hope they make that more concise. Otherwise, great product!","Great exfoliating toner, use 1-2 a week!!",fairLight,blue,oily,blonde
P482697,Water Bank Blue Hyaluronic Revitalizing Toner,6125,LANEIGE,8013,31,Skincare,Cleansers,4,1,"Great lightweight toner with a faint green rose scent, sinks in quickly when pressed/patted in. Will last a pretty long time for me when used in both AM and PM; I�ve been using it about a month and it�s pretty much full still",My new favorite lightweight toner!,fair,blue,dry,brown
P503934,Besties Set,6125,LANEIGE,6757,35,Skincare,Value & Gift Sets,5,1,"I love this set. I like how it comes with a whole skin care routine at a low cost. And if you like any of the products  they are relatively cheap to go buy again! I also like trying new things so little sets like this make me happy, and it comes with the lip mask so a win win for me!",Best little set ever!,light,hazel,combination,brown
P458546,Set The Stage Hydrating Primer Serum,6246,LAWLESS,12625,32,Skincare,Treatments,5,1,"I have sensitive skin that�s also dry, so I can tell if a primer works by the way foundation stays around my nose. This primer is so lightweight and moisturizing and really locks in foundation. It feels very hydrating but dries down fast and you don�t need a lot. I was hesitant because I had never tried this brand before, but this is now a staple!",Lightweight and hydrating,fair,brown,combination,brown
P454771,Aglow Cleansing Butter,6216,lilah b.,4469,14,Skincare,Cleansers,4,1,"With today�s makeup collection, we have so many options to removethe makeup Oils, butter, balms, cleanser, wipes, or micellar water, and as daily use makeup person, I like totry new things that must be effective and don�t harm the skin too.Aglow Cleansing Butter the cleansing butter is verygentle, with no rough texture or pulling on the skin, quickly removed makeup and giving me moisturizedskin. Thehero ingredient Snow Mushroom is known as a �super-humectant,� the magic mushroom for moisture. It�s rich in fatty acids, Vitamins A, C, and D; it has antioxidant and anti-inflammatory properties for the win. Your skin will thank you later. I his one and would repurchase it!",Give it a try,lightMedium,brown,combination,black
P455191,Mini Aglow Cleansing Butter,6216,lilah b.,6802,14,Skincare,Mini Size,5,1,"I am obsessed with this stuff, I use it morning and night, I especially love doing the 10 minute moisture-boosting face mask twice a week. I know it�s not technically used for a leave-on moisturizer BUT, I often put it under/around my eyes over night for extra moisture, my wrinkles are loving this stuff.",IT LEAVES MY SKIN SO SOFT!!,lightMedium,blue,combination,blonde
P505140,Plumping High Performance Lip Filler with Hyaluronic Acid,6753,MACRENE actives,422,95,Skincare,Lip Balms & Treatments,4,1,"First impression, I enjoyed the beautiful glass packaging. When you open the product it was quite small but the formula is thin and you only need a few swipes. It comes out in a roller ball setting which is so innovative. I don�t know that it plumped my lips but I�ll keep using it either way because my lips felt smooth, soft and hydrated. There was a cooling sensation when applied that was enjoyable. I look forward to seeing results in a few weeks.",A little gimmicky but innovative idea,light,blue,combination,blonde
P505131,Moisturizing High Performance Face Cream with Peptides,6753,MACRENE actives,297,225,Skincare,Moisturizers,5,1,This cream is the best thing I�ve ever used. Fatty and buttery. I love using it with my retinol to help my skin barrier. It�s great on my oily skin as well. It doesn�t feel greasy at all. I definitely recommend this cream,Better than the rest,deep,brown,combination,black
P505133,High Performance Face Cleanser for Clear Skin with Niacinamide,6753,MACRENE actives,204,85,Skincare,Cleansers,5,1,Loved my new cleanser! Works amazing for dry skin! So silky and soft for The face! My new favorite! Higthly recomend for everyone! Love The ingredients as well!! Clean and simple! Love it! So excited to try something else from this brand!,Love it,fair,green,normal,blonde
P503992,Chia + Moringa Algae Enzyme Cleansing Oil,6749,MARA,4444,58,Skincare,Cleansers,5,1,"I have been looking for a cleansing oil for some time so I was happy to found this one. I like using this cleansing oil to break down makeup, spf and dirt on my face. This cleansing oil leaves my skin feeling hydrated and smelling good.",Must have,light,blue,normal,blonde
P503991,Algae + Moringa Universal Hydrating Face Oil,6749,MARA,1595,72,Skincare,Moisturizers,5,1,"This is an amazing product! I was hesitant to use it, because it�s pure oils, but this has worked wonders on my skin. I had a few breakouts and redness when I started using it and overnight they just disappeared!! With continued use, my skin is looking flawless and smooth and glowing. Highly recommend this for all skin types,  mine is combination with some dry spots.",Miracle in a bottle!,fair,brown,combination,gray
P504026,Mini Algae + Moringa Universal Face Oil,6749,MARA,1333,40,Skincare,Moisturizers,5,1,"This is an amazing product! I was hesitant to use it, because it�s pure oils, but this has worked wonders on my skin. I had a few breakouts and redness when I started using it and overnight they just disappeared!! With continued use, my skin is looking flawless and smooth and glowing. Highly recommend this for all skin types,  mine is combination with some dry spots.",Miracle in a bottle!,fair,brown,combination,gray
P504016,Mini Evening Primrose + Green Tea Algae Retinol Face Oil,6749,MARA,1039,66,Skincare,Moisturizers,5,1,I am so impressed with this product! It was my first time trying Mara skincare and I will definitely try other Mara products! I am over 40 and my skin is getting dry so I was so glad to find this face oil with retinol. It is definitely the best combo ever!,Love this face oil!!!,light,brown,normal,blonde
P504031,Evening Primrose + Green Tea Algae Retinol Face Oil,6749,MARA,940,120,Skincare,Moisturizers,5,1,I am so impressed with this product! It was my first time trying Mara skincare and I will definitely try other Mara products! I am over 40 and my skin is getting dry so I was so glad to find this face oil with retinol. It is definitely the best combo ever!,Love this face oil!!!,light,brown,normal,blonde
P504059,Chlorella + Reishi Sea Vitamin C Sérum,6749,MARA,1554,96,Skincare,Treatments,5,1,This came highly recommended and I got to say I actually enjoy it. I�ve been using this product for about three weeks now and I feel encouraged by the results so far (mainly with my dark spots) and will continue to use it.,I encourage you to try,tan,brown,normal,black
P504199,Plankton + PHAFlower Acid Algae Serum,6749,MARA,1159,74,Skincare,Treatments,5,1,Leaves the skin so plump and glowy! Lactic acid serum seriously changed my skin. Thought I would give this one a try since it�s slightly more affordable than other brands and will for sure be repurchasing! Better than Drunk Elephant�s.,Must have!,lightMedium,green,normal,brown
P504134,Sea Silk Lip Balm,6749,MARA,6580,26,Skincare,Lip Balms & Treatments,5,1,Super moisturizing! I bought this over summer Friday because it�s not sticky.,Love this,lightMedium,hazel,combination,auburn
P504023,Algae + Zinc Sea Kale Mineral Sunscreen Sérum SPF 30,6749,MARA,1323,52,Skincare,Treatments,5,1,"I love this product so much. It�s lightweight, and smells pleasant. I love the idea of having sunblock in a serum. My skin is sensitive and dry, and this gave me the spf I need + a ton of moisture. I highly recommend!",Yes!!!,light,brown,dry,blonde
